PID,Player,Span,Mat,Inns,Balls,Runs,Wkts,Bbm,Ave,Econ,Sr,5s,10s,Ct,St,Country,Format
4879,Mashrafe Mortaza,2006-2017,54,53,189.5,1527,42,4/19,36.35,8.04,27.1,1,0,10,0,Bangladesh,T20
4880,Mehidy Hasan Miraz,2017-2018,5,5,18.0,144,2,2/31,72.00,8.00,54.0,0,0,3,0,Bangladesh,T20
4881,Mehrab Hossain jnr,2008-2009,2,1,2.5,20,0,0,0,7.05,0,0,0,0,0,Bangladesh,T20
4882,Mohammad Ashraful,2007-2013,23,8,23.0,210,8,3/42,26.25,9.13,17.2,0,0,4,0,Bangladesh,T20
4883,Mohammad Mithun,2014-2018,13,0,0,0,0,0,0,0,0,0,0,3,0,Bangladesh,T20
4884,Mohammad Rafique,2006-2006,1,1,4.0,22,1,1/22,22.00,5.50,24.0,0,0,0,0,Bangladesh,T20
4885,Mohammad Saifuddin,2017-2018,6,6,18.0,199,4,2/53,49.75,11.05,27.0,0,0,1,0,Bangladesh,T20
4886,Mohammad Shahid,2016-2016,1,1,3.0,32,1,1/32,32.00,10.66,18.0,0,0,0,0,Bangladesh,T20
4887,Mominul Haque,2012-2014,6,2,3.0,32,0,0,0,10.66,0,0,0,1,0,Bangladesh,T20
4888,Mosaddek Hossain,2016-2017,6,5,10.4,75,2,1/22,37.50,7.03,32.0,0,0,3,0,Bangladesh,T20
4889,Muktar Ali,2016-2016,1,1,2.0,17,0,0,0,8.50,0,0,0,0,0,Bangladesh,T20
4890,Mushfiqur Rahim,2006-2018,65,0,0,0,0,0,0,0,0,0,0,24,25,Bangladesh,T20
4891,Mustafizur Rahman,2015-2018,21,21,80.2,553,32,5/22,17.28,6.88,15.0,1,1,3,0,Bangladesh,T20
4892,Nadif Chowdhury,2006-2007,3,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4893,Naeem Islam,2008-2013,10,6,15.0,122,3,2/32,40.66,8.13,30.0,0,0,2,0,Bangladesh,T20
4894,Nasir Hossain,2011-2016,31,11,29.5,262,7,2/26,37.42,8.78,25.5,0,0,15,0,Bangladesh,T20
4895,Nazimuddin,2007-2008,7,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4896,Nazmul Hossain,2009-2012,4,4,7.0,67,1,1/15,67.00,9.57,42.0,0,0,0,0,Bangladesh,T20
4897,Nazmul Islam,2018-2018,4,4,12.0,88,2,2/25,44.00,7.33,36.0,0,0,1,0,Bangladesh,T20
4898,Nazmus Sadat,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4899,Nurul Hasan,2016-2017,9,0,0,0,0,0,0,0,0,0,0,2,4,Bangladesh,T20
4900,Raqibul Hasan,2008-2010,5,0,0,0,0,0,0,0,0,0,0,1,0,Bangladesh,T20
4901,Robiul Islam,2013-2013,1,1,1.0,13,0,0,0,13.00,0,0,0,0,0,Bangladesh,T20
4902,Rony Talukdar,2015-2015,1,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4903,Rubel Hossain,2009-2018,19,18,64.4,630,18,3/31,35.00,9.74,21.5,0,0,1,0,Bangladesh,T20
4904,Sabbir Rahman,2014-2018,36,8,11.1,70,6,3/11,11.66,6.26,11.1,0,0,19,0,Bangladesh,T20
4905,Sajedul Islam,2013-2013,1,1,1.0,15,0,0,0,15.00,0,0,0,1,0,Bangladesh,T20
4906,Saqlain Sajib,2016-2016,1,1,3.3,40,0,0,0,11.42,0,0,0,0,0,Bangladesh,T20
4907,Shafiul Islam,2010-2017,12,12,38.4,308,8,2/19,38.50,7.96,29.0,0,0,1,0,Bangladesh,T20
4908,Shahadat Hossain,2006-2013,6,6,20.0,198,4,2/22,49.50,9.90,30.0,0,0,0,0,Bangladesh,T20
4909,Shahriar Nafees,2006-2006,1,0,0,0,0,0,0,0,0,0,0,1,0,Bangladesh,T20
4910,Shamsur Rahman,2013-2014,9,0,0,0,0,0,0,0,0,0,0,2,0,Bangladesh,T20
4911,Shakib Al Hasan,2006-2017,61,60,221.5,1509,73,4/15,20.67,6.80,18.2,3,0,17,0,Bangladesh,T20
4912,Shuvagata Hom,2016-2016,5,4,11.0,71,2,1/18,35.50,6.45,33.0,0,0,1,0,Bangladesh,T20
4913,Sohag Gazi,2012-2015,10,10,35.0,299,4,1/28,74.75,8.54,52.5,0,0,2,0,Bangladesh,T20
4914,Sohrawordi Shuvo,2010-2010,1,1,1.0,12,0,0,0,12.00,0,0,0,0,0,Bangladesh,T20
4915,Soumya Sarkar,2015-2018,30,6,7.0,93,1,1/25,93.00,13.28,42.0,0,0,19,0,Bangladesh,T20
4916,Syed Rasel,2007-2008,8,8,29.0,202,4,1/10,50.50,6.96,43.5,0,0,1,0,Bangladesh,T20
4917,Tamim Iqbal,2007-2018,59,0,0,0,0,0,0,0,0,0,0,15,0,Bangladesh,T20
4918,Taskin Ahmed,2014-2018,19,17,55.5,438,12,2/32,36.50,7.84,27.9,0,0,1,0,Bangladesh,T20
4919,Zakir Hasan,2018-2018,1,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4920,Ziaur Rahman,2012-2014,14,7,12.3,127,3,1/16,42.33,10.16,25.0,0,0,4,0,Bangladesh,T20
4921,MM Ali,2014-2017,22,19,52.0,400,14,2/21,28.57,7.69,22.2,0,0,6,0,England,T20
4922,TR Ambrose,2008-2008,1,0,0,0,0,0,0,0,0,0,0,1,1,England,T20
4923,JM Anderson,2007-2009,19,19,70.2,552,18,3/23,30.66,7.84,23.4,0,0,3,0,England,T20
4924,JM Bairstow,2011-2017,23,0,0,0,0,0,0,0,0,0,0,23,0,England,T20
4925,GJ Batty,2009-2009,1,1,3.0,17,0,0,0,5.66,0,0,0,0,0,England,T20
4926,IR Bell,2006-2014,8,0,0,0,0,0,0,0,0,0,0,4,0,England,T20
4927,SW Billings,2015-2018,17,0,0,0,0,0,0,0,0,0,0,11,1,England,T20
4928,RS Bopara,2008-2014,38,21,53.4,387,16,4/10,24.18,7.21,20.1,1,0,7,0,England,T20
4929,SG Borthwick,2011-2011,1,1,4.0,15,1,1/15,15.00,3.75,24.0,0,0,1,0,England,T20
4930,TT Bresnan,2006-2014,34,34,110.3,887,24,3/10,36.95,8.02,27.6,0,0,10,0,England,T20
4931,DR Briggs,2012-2014,7,6,18.0,199,5,2/25,39.80,11.05,21.6,0,0,1,0,England,T20
4932,SCJ Broad,2006-2014,56,55,195.3,1491,65,4/24,22.93,7.62,18.0,1,0,21,0,England,T20
4933,JC Buttler,2011-2018,61,0,0,0,0,0,0,0,0,0,0,22,3,England,T20
4934,MA Carberry,2014-2014,1,0,0,0,0,0,0,0,0,0,0,1,0,England,T20
4935,PD Collingwood,2005-2011,35,19,37.0,329,16,4/22,20.56,8.89,13.8,1,0,14,0,England,T20
4936,AN Cook,2007-2009,4,0,0,0,0,0,0,0,0,0,0,1,0,England,T20
4937,MS Crane,2017-2017,2,2,8.0,62,1,1/38,62.00,7.75,48.0,0,0,0,0,England,T20
4938,TK Curran,2017-2018,6,6,21.0,195,7,3/33,27.85,9.28,18.0,0,0,1,0,England,T20
4939,JWM Dalrymple,2006-2007,3,3,5.0,39,2,1/10,19.50,7.80,15.0,0,0,1,0,England,T20
4940,SM Davies,2009-2011,5,0,0,0,0,0,0,0,0,0,0,2,1,England,T20
4941,LA Dawson,2016-2018,6,6,20.0,152,5,3/27,30.40,7.60,24.0,0,0,2,0,England,T20
4942,JL Denly,2009-2010,5,1,1.0,9,1,1/9,9.00,9.00,6.0,0,0,1,0,England,T20
4943,JW Dernbach,2011-2014,34,33,117.0,1020,39,4/22,26.15,8.71,18.0,1,0,8,0,England,T20
4944,ST Finn,2011-2015,21,21,80.0,583,27,3/16,21.59,7.28,17.7,0,0,6,0,England,T20
4945,A Flintoff,2005-2007,7,7,25.0,161,5,2/23,32.20,6.44,30.0,0,0,5,0,England,T20
4946,JS Foster,2009-2009,5,0,0,0,0,0,0,0,0,0,0,3,3,England,T20
4947,D Gough,2005-2006,2,2,6.5,49,3,3/16,16.33,7.17,13.6,0,0,0,0,England,T20
4948,HF Gurney,2014-2014,2,2,8.0,55,3,2/26,18.33,6.87,16.0,0,0,0,0,England,T20
4949,AD Hales,2011-2018,52,0,0,0,0,0,0,0,0,0,0,27,0,England,T20
4950,SJ Harmison,2005-2006,2,2,6.3,42,1,1/13,42.00,6.46,39.0,0,0,1,0,England,T20
4951,GO Jones,2005-2006,2,0,0,0,0,0,0,0,0,0,0,2,0,England,T20
4952,CJ Jordan,2014-2018,30,30,108.0,948,34,4/28,27.88,8.77,19.0,1,0,13,0,England,T20
4953,EC Joyce,2006-2007,2,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4954,RWT Key,2009-2009,1,0,0,0,0,0,0,0,0,0,0,1,0,England,T20
4955,A Khan,2009-2009,1,1,4.0,34,2,2/34,17.00,8.50,12.0,0,0,0,0,England,T20
4956,C Kieswetter,2010-2012,25,0,0,0,0,0,0,0,0,0,0,17,3,England,T20
4957,RJ Kirtley,2007-2007,1,1,1.0,17,0,0,0,17.00,0,0,0,0,0,England,T20
4958,J Lewis,2005-2007,2,2,7.0,55,4,4/24,13.75,7.85,10.5,1,0,1,0,England,T20
4959,LS Livingstone,2017-2017,2,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4960,MJ Lumb,2010-2014,27,0,0,0,0,0,0,0,0,0,0,8,0,England,T20
4961,DL Maddy,2007-2007,4,2,3.0,26,3,2/6,8.66,8.66,6.0,0,0,1,0,England,T20
4962,SI Mahmood,2006-2009,4,4,14.0,155,3,1/31,51.66,11.07,28.0,0,0,1,0,England,T20
4963,DJ Malan,2017-2018,5,1,2.0,27,1,1/27,27.00,13.50,12.0,0,0,1,0,England,T20
4964,AD Mascarenhas,2007-2009,14,14,42.0,309,12,3/18,25.75,7.35,21.0,0,0,7,0,England,T20
4965,SC Meaker,2012-2012,2,2,7.5,70,2,1/28,35.00,8.93,23.5,0,0,1,0,England,T20
4966,TS Mills,2016-2017,4,4,16.0,116,3,1/27,38.66,7.25,32.0,0,0,1,0,England,T20
4967,EJG Morgan,2009-2018,72,0,0,0,0,0,0,0,0,0,0,32,0,England,T20
4968,P Mustard,2008-2008,2,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4969,PA Nixon,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,1,England,T20
4970,MS Panesar,2007-2007,1,1,4.0,40,2,2/40,20.00,10.00,12.0,0,0,0,0,England,T20
4971,SD Parry,2014-2015,5,5,16.0,138,3,2/33,46.00,8.62,32.0,0,0,2,0,England,T20
4972,SR Patel,2011-2013,18,15,42.0,321,7,2/6,45.85,7.64,36.0,0,0,3,0,England,T20
4973,KP Pietersen,2005-2013,37,3,5.0,53,1,1/27,53.00,10.60,30.0,0,0,14,0,England,T20
4974,LE Plunkett,2006-2018,15,15,55.5,416,19,3/21,21.89,7.45,17.6,0,0,5,0,England,T20
4975,MJ Prior,2007-2010,10,0,0,0,0,0,0,0,0,0,0,6,3,England,T20
4976,WB Rankin,2013-2013,2,1,4.0,24,1,1/24,24.00,6.00,24.0,0,0,0,0,England,T20
4977,AU Rashid,2009-2018,28,26,89.0,694,23,3/25,30.17,7.79,23.2,0,0,9,0,England,T20
4978,CMW Read,2006-2006,1,0,0,0,0,0,0,0,0,0,0,1,0,England,T20
4979,JE Root,2012-2017,25,9,14.0,139,6,2/9,23.16,9.92,14.0,0,0,14,0,England,T20
4980,JJ Roy,2014-2018,27,0,0,0,0,0,0,0,0,0,0,3,0,England,T20
4981,CP Schofield,2007-2007,4,4,12.5,92,4,2/15,23.00,7.16,19.2,0,0,1,0,England,T20
4982,OA Shah,2007-2009,17,0,0,0,0,0,0,0,0,0,0,5,0,England,T20
4983,A Shahzad,2010-2011,3,3,11.0,97,3,2/38,32.33,8.81,22.0,0,0,1,0,England,T20
4984,RJ Sidebottom,2007-2010,18,18,61.1,437,23,3/16,19.00,7.14,15.9,0,0,5,0,England,T20
4985,JN Snape,2007-2007,1,1,1.0,12,0,0,0,12.00,0,0,0,1,0,England,T20
4986,VS Solanki,2005-2007,3,0,0,0,0,0,0,0,0,0,0,3,0,England,T20
4987,BA Stokes,2011-2017,21,17,53.4,485,10,3/26,48.50,9.03,32.2,0,0,8,0,England,T20
4988,AJ Strauss,2005-2009,4,0,0,0,0,0,0,0,0,0,0,1,0,England,T20
4989,GP Swann,2008-2012,39,38,135.0,859,51,3/13,16.84,6.36,15.8,0,0,5,0,England,T20
4990,RJW Topley,2015-2016,6,6,17.1,173,5,3/24,34.60,10.07,20.6,0,0,1,0,England,T20
4991,JC Tredwell,2012-2014,17,15,52.5,416,7,1/16,59.42,7.87,45.2,0,0,2,0,England,T20
4992,CT Tremlett,2007-2007,1,1,4.0,45,2,2/45,22.50,11.25,12.0,0,0,0,0,England,T20
4993,ME Trescothick,2005-2006,3,0,0,0,0,0,0,0,0,0,0,2,0,England,T20
4994,IJL Trott,2007-2010,7,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4995,MP Vaughan,2005-2007,2,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4996,JM Vince,2015-2018,7,0,0,0,0,0,0,0,0,0,0,0,0,England,T20
4997,DJ Willey,2015-2018,20,20,66.5,575,24,3/20,23.95,8.60,16.7,0,0,9,0,England,T20
4998,CR Woakes,2011-2015,8,8,27.0,253,7,2/40,36.14,9.37,23.1,0,0,1,0,England,T20
4999,MA Wood,2015-2018,4,4,14.3,139,8,3/26,17.37,9.58,10.8,0,0,0,0,England,T20
5000,LJ Wright,2007-2014,51,23,55.0,465,18,2/24,25.83,8.45,18.3,0,0,14,0,England,T20
5001,MH Yardy,2006-2011,14,13,46.0,299,11,2/19,27.18,6.50,25.0,0,0,8,0,England,T20
5002,AB Agarkar,2006-2007,4,3,10.3,85,3,2/10,28.33,8.09,21.0,0,0,0,0,India,T20
5003,S Aravind,2015-2015,1,1,3.4,44,1,1/44,44.00,12.00,22.0,0,0,0,0,India,T20
5004,R Ashwin,2010-2017,46,46,171.0,1193,52,4/8,22.94,6.97,19.7,2,0,8,0,India,T20
5005,P Awana,2012-2012,2,2,6.0,71,0,0,0,11.83,0,0,0,0,0,India,T20
5006,S Badrinath,2011-2011,1,0,0,0,0,0,0,0,0,0,0,0,0,India,T20
5007,L Balaji,2012-2012,5,5,16.0,121,10,3/19,12.10,7.56,9.6,0,0,0,0,India,T20
5008,STR Binny,2015-2016,3,3,5.0,54,1,1/14,54.00,10.80,30.0,0,0,0,0,India,T20
5009,JJ Bumrah,2016-2018,34,34,122.1,838,41,3/11,20.43,6.85,17.8,0,0,4,0,India,T20
5010,YS Chahal,2016-2018,19,19,73.3,607,31,6/25,19.58,8.25,14.2,2,1,7,0,India,T20
5011,PP Chawla,2010-2012,7,7,23.0,151,4,2/13,37.75,6.56,34.5,0,0,2,0,India,T20
5012,R Dhawan,2016-2016,1,1,4.0,42,1,1/42,42.00,10.50,24.0,0,0,2,0,India,T20
5013,S Dhawan,2011-2018,34,0,0,0,0,0,0,0,0,0,0,11,0,India,T20
5014,MS Dhoni,2006-2018,89,0,0,0,0,0,0,0,0,0,0,49,29,India,T20
5015,AB Dinda,2009-2012,9,9,30.0,245,17,4/19,14.41,8.16,10.5,1,0,1,0,India,T20
5016,R Dravid,2011-2011,1,0,0,0,0,0,0,0,0,0,0,0,0,India,T20
5017,G Gambhir,2007-2012,37,0,0,0,0,0,0,0,0,0,0,11,0,India,T20
5018,Harbhajan Singh,2006-2016,28,27,102.0,633,25,4/12,25.32,6.20,24.4,1,0,7,0,India,T20
5019,SS Iyer,2017-2017,6,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5020,RA Jadeja,2009-2017,40,40,135.1,983,31,3/48,31.70,7.27,26.1,0,0,18,0,India,T20
5021,KM Jadhav,2015-2017,9,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5022,Joginder Sharma,2007-2007,4,4,14.3,138,4,2/20,34.50,9.51,21.7,0,0,2,0,India,T20
5023,KD Karthik,2006-2018,17,0,0,0,0,0,0,0,0,0,0,9,3,India,T20
5024,M Kartik,2007-2007,1,1,4.0,27,0,0,0,6.75,0,0,0,0,0,India,T20
5025,Z Khan,2006-2012,17,17,58.4,448,17,4/19,26.35,7.63,20.7,1,0,2,0,India,T20
5026,V Kohli,2010-2018,57,12,24.2,198,4,1/13,49.50,8.13,36.5,0,0,27,0,India,T20
5027,Kuldeep Yadav,2017-2017,8,8,29.0,222,12,3/52,18.50,7.65,14.5,0,0,1,0,India,T20
5028,DS Kulkarni,2016-2016,2,2,8.0,55,3,2/23,18.33,6.87,16.0,0,0,0,0,India,T20
5029,B Kumar,2012-2018,26,26,91.4,618,28,5/24,22.07,6.74,19.6,0,1,4,0,India,T20
5030,P Kumar,2008-2012,10,10,26.0,193,8,2/14,24.12,7.42,19.5,0,0,1,0,India,T20
5031,Mandeep Singh,2016-2016,3,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5032,A Mishra,2010-2017,10,10,38.0,240,16,3/24,15.00,6.31,14.2,0,0,1,0,India,T20
5033,Mohammed Shami,2014-2017,7,7,23.4,250,8,3/38,31.25,10.56,17.7,0,0,0,0,India,T20
5034,Mohammed Siraj,2017-2017,2,2,8.0,98,2,1/45,49.00,12.25,24.0,0,0,1,0,India,T20
5035,D Mongia,2006-2006,1,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5036,P Negi,2016-2016,1,1,3.0,16,1,1/16,16.00,5.33,18.0,0,0,2,0,India,T20
5037,A Nehra,2009-2017,27,27,98.0,758,34,3/19,22.29,7.73,17.2,0,0,4,0,India,T20
5038,NV Ojha,2010-2010,2,0,0,0,0,0,0,0,0,0,0,0,0,India,T20
5039,PP Ojha,2009-2010,6,6,21.0,132,10,4/21,13.20,6.28,12.6,1,0,1,0,India,T20
5040,MK Pandey,2015-2018,21,0,0,0,0,0,0,0,0,0,0,5,0,India,T20
5041,HH Pandya,2016-2018,30,29,80.5,646,26,3/8,24.84,7.99,18.6,0,0,20,0,India,T20
5042,RR Pant,2017-2018,4,0,0,0,0,0,0,0,0,0,0,2,0,India,T20
5043,Parvez Rasool,2017-2017,1,1,4.0,32,1,1/32,32.00,8.00,24.0,0,0,0,0,India,T20
5044,AR Patel,2015-2018,11,11,39.0,265,9,3/17,29.44,6.79,26.0,0,0,5,0,India,T20
5045,MM Patel,2011-2011,3,3,10.0,86,4,2/25,21.50,8.60,15.0,0,0,0,0,India,T20
5046,PA Patel,2011-2011,2,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5047,IK Pathan,2006-2012,24,23,77.0,618,28,3/16,22.07,8.02,16.5,0,0,2,0,India,T20
5048,YK Pathan,2007-2012,22,17,50.5,438,13,2/22,33.69,8.61,23.4,0,0,9,0,India,T20
5049,AM Rahane,2011-2016,20,0,0,0,0,0,0,0,0,0,0,16,0,India,T20
5050,KL Rahul,2016-2018,13,0,0,0,0,0,0,0,0,0,0,4,0,India,T20
5051,SK Raina,2006-2018,71,27,58.1,442,13,2/6,34.00,7.59,26.8,0,0,38,0,India,T20
5052,AT Rayudu,2014-2016,6,0,0,0,0,0,0,0,0,0,0,4,0,India,T20
5053,SV Samson,2015-2015,1,0,0,0,0,0,0,0,0,0,0,1,0,India,T20
5054,Sandeep Sharma,2015-2015,2,2,7.0,73,1,1/39,73.00,10.42,42.0,0,0,0,0,India,T20
5055,V Sehwag,2006-2012,19,1,1.0,20,0,0,0,20.00,0,0,0,2,0,India,T20
5056,V Shankar,2018-2018,3,3,9.0,77,3,2/32,25.66,8.55,18.0,0,0,0,0,India,T20
5057,I Sharma,2008-2013,14,14,46.2,400,8,2/34,50.00,8.63,34.7,0,0,4,0,India,T20
5058,KV Sharma,2014-2014,1,1,4.0,28,1,1/28,28.00,7.00,24.0,0,0,0,0,India,T20
5059,MM Sharma,2014-2015,8,8,23.0,185,6,2/28,30.83,8.04,23.0,0,0,1,0,India,T20
5060,R Sharma,2012-2012,2,2,7.2,56,3,2/29,18.66,7.63,14.6,0,0,0,0,India,T20
5061,RG Sharma,2007-2018,77,9,11.2,113,1,1/22,113.00,9.97,68.0,0,0,29,0,India,T20
5062,RP Singh,2007-2009,10,9,33.0,225,15,4/13,15.00,6.81,13.2,1,0,2,0,India,T20
5063,BB Sran,2016-2016,2,2,8.0,41,6,4/10,6.83,5.12,8.0,1,0,0,0,India,T20
5064,S Sreesanth,2006-2008,10,9,34.0,288,7,2/12,41.14,8.47,29.1,0,0,2,0,India,T20
5065,SR Tendulkar,2006-2006,1,1,2.3,12,1,1/12,12.00,4.80,15.0,0,0,1,0,India,T20
5066,SN Thakur,2018-2018,5,5,19.3,160,7,4/27,22.85,8.20,16.7,1,0,2,0,India,T20
5067,MK Tiwary,2011-2012,3,0,0,0,0,0,0,0,0,0,0,2,0,India,T20
5068,S Tyagi,2009-2009,1,1,2.0,21,0,0,0,10.50,0,0,0,1,0,India,T20
5069,JD Unadkat,2016-2018,9,9,30.4,268,12,3/38,22.33,8.73,15.3,0,0,3,0,India,T20
5070,RV Uthappa,2007-2015,13,0,0,0,0,0,0,0,0,0,0,2,0,India,T20
5071,M Vijay,2010-2015,9,1,2.0,9,0,0,0,4.50,0,0,0,3,0,India,T20
5072,R Vinay Kumar,2010-2013,9,9,31.3,247,10,3/24,24.70,7.84,18.9,0,0,1,0,India,T20
5073,Washington Sundar,2017-2018,4,4,16.0,94,5,2/21,18.80,5.87,19.2,0,0,1,0,India,T20
5074,UT Yadav,2012-2012,1,1,3.0,24,1,1/24,24.00,8.00,18.0,0,0,0,0,India,T20
5075,Yuvraj Singh,2007-2017,58,31,70.4,499,28,3/17,17.82,7.06,15.1,0,0,12,0,India,T20
5076,AR Adams,2005-2006,4,4,12.5,105,3,2/20,35.00,8.18,25.6,0,0,1,0,Newzealand,T20
5077,GW Aldridge,2011-2011,1,1,4.0,45,1,1/45,45.00,11.25,24.0,0,0,1,0,Newzealand,T20
5078,CJ Anderson,2012-2017,29,21,60.0,495,14,2/17,35.35,8.25,25.7,0,0,18,0,Newzealand,T20
5079,NJ Astle,2005-2006,4,2,6.5,50,4,3/20,12.50,7.31,10.2,0,0,3,0,Newzealand,T20
5080,TD Astle,2016-2016,2,2,4.0,41,0,0,0,10.25,0,0,0,2,0,Newzealand,T20
5081,MD Bates,2012-2012,3,3,11.0,107,4,3/31,26.75,9.72,16.5,0,0,0,0,Newzealand,T20
5082,TA Blundell,2017-2018,3,0,0,0,0,0,0,0,0,0,0,1,0,Newzealand,T20
5083,SE Bond,2005-2010,20,20,77.3,543,25,3/18,21.72,7.00,18.6,0,0,4,0,Newzealand,T20
5084,TA Boult,2013-2018,25,25,91.5,784,37,4/34,21.18,8.53,14.8,1,0,12,0,Newzealand,T20
5085,DAJ Bracewell,2011-2018,17,15,45.4,418,19,3/25,22.00,9.15,14.4,0,0,5,0,Newzealand,T20
5086,NT Broom,2009-2017,11,0,0,0,0,0,0,0,0,0,0,4,0,Newzealand,T20
5087,DG Brownlie,2010-2014,5,0,0,0,0,0,0,0,0,0,0,3,0,Newzealand,T20
5088,TC Bruce,2017-2018,14,0,0,0,0,0,0,0,0,0,0,13,0,Newzealand,T20
5089,IG Butler,2009-2013,19,18,59.4,481,23,3/19,20.91,8.06,15.5,0,0,3,0,Newzealand,T20
5090,CL Cairns,2005-2006,2,2,8.0,52,1,1/28,52.00,6.50,48.0,0,0,1,0,Newzealand,T20
5091,MS Chapman,2018-2018,4,0,0,0,0,0,0,0,0,0,0,2,0,Newzealand,T20
5092,C de Grandhomme,2012-2018,19,13,32.5,305,7,2/22,43.57,9.28,28.1,0,0,9,0,Newzealand,T20
5093,AP Devcich,2013-2014,4,4,12.0,80,2,2/16,40.00,6.66,36.0,0,0,2,0,Newzealand,T20
5094,BJ Diamanti,2009-2009,1,1,2.0,19,0,0,0,9.50,0,0,0,0,0,Newzealand,T20
5095,GD Elliott,2009-2016,16,14,30.0,218,14,4/22,15.57,7.26,12.8,1,0,4,0,Newzealand,T20
5096,AM Ellis,2012-2013,5,4,10.0,105,2,2/40,52.50,10.50,30.0,0,0,0,0,Newzealand,T20
5097,LH Ferguson,2017-2017,1,1,4.0,32,3,3/32,10.66,8.00,8.0,0,0,0,0,Newzealand,T20
5098,SP Fleming,2005-2006,5,0,0,0,0,0,0,0,0,0,0,2,0,Newzealand,T20
5099,DR Flynn,2008-2012,5,1,1.0,7,0,0,0,7.00,0,0,0,2,0,Newzealand,T20
5100,JEC Franklin,2006-2013,38,26,54.3,417,20,4/15,20.85,7.65,16.3,1,0,13,0,Newzealand,T20
5101,PG Fulton,2006-2012,12,0,0,0,0,0,0,0,0,0,0,4,0,Newzealand,T20
5102,MR Gillespie,2006-2008,11,10,35.0,255,10,4/7,25.50,7.28,21.0,1,0,1,0,Newzealand,T20
5103,MJ Guptill,2009-2018,75,1,1.0,11,0,0,0,11.00,0,0,0,39,0,Newzealand,T20
5104,MJ Henry,2014-2017,6,6,22.0,191,7,3/44,27.28,8.68,18.8,0,0,1,0,Newzealand,T20
5105,RM Hira,2012-2013,15,13,42.2,337,10,2/42,33.70,7.96,25.4,0,0,2,0,Newzealand,T20
5106,PA Hitchcock,2008-2008,1,1,3.0,43,2,2/43,21.50,14.33,9.0,0,0,0,0,Newzealand,T20
5107,GJ Hopkins,2007-2010,10,0,0,0,0,0,0,0,0,0,0,4,2,Newzealand,T20
5108,JM How,2007-2008,5,0,0,0,0,0,0,0,0,0,0,1,0,Newzealand,T20
5109,PJ Ingram,2010-2010,3,0,0,0,0,0,0,0,0,0,0,1,0,Newzealand,T20
5110,AK Kitchen,2017-2018,5,3,6.0,46,2,1/3,23.00,7.66,18.0,0,0,3,0,Newzealand,T20
5111,TWM Latham,2012-2017,13,0,0,0,0,0,0,0,0,0,0,6,0,Newzealand,T20
5112,MJ McClenaghan,2012-2016,28,28,98.2,758,30,3/17,25.26,7.70,19.6,0,0,7,0,Newzealand,T20
5113,BB McCullum,2005-2015,71,0,0,0,0,0,0,0,0,0,0,36,8,Newzealand,T20
5114,NL McCullum,2007-2016,63,59,187.1,1278,58,4/16,22.03,6.82,19.3,2,0,26,0,Newzealand,T20
5115,PD McGlashan,2006-2010,11,0,0,0,0,0,0,0,0,0,0,9,0,Newzealand,T20
5116,AJ McKay,2010-2010,2,2,5.4,31,2,2/20,15.50,5.47,17.0,0,0,0,0,Newzealand,T20
5117,CD McMillan,2005-2007,8,0,0,0,0,0,0,0,0,0,0,3,0,Newzealand,T20
5118,HJH Marshall,2005-2006,3,0,0,0,0,0,0,0,0,0,0,1,0,Newzealand,T20
5119,JAH Marshall,2005-2008,3,0,0,0,0,0,0,0,0,0,0,0,0,Newzealand,T20
5120,CS Martin,2007-2008,6,6,23.0,193,7,2/14,27.57,8.39,19.7,0,0,1,0,Newzealand,T20
5121,MJ Mason,2006-2008,3,3,9.0,65,2,1/18,32.50,7.22,27.0,0,0,0,0,Newzealand,T20
5122,KD Mills,2005-2014,42,42,149.3,1228,43,3/26,28.55,8.21,20.8,0,0,8,0,Newzealand,T20
5123,AF Milne,2010-2017,19,19,66.1,488,21,4/37,23.23,7.37,18.9,1,0,5,0,Newzealand,T20
5124,C Munro,2012-2018,45,9,13.4,130,3,1/12,43.33,9.51,27.3,0,0,12,0,Newzealand,T20
5125,JDS Neesham,2012-2017,15,13,32.4,259,11,3/16,23.54,7.92,17.8,0,0,7,0,Newzealand,T20
5126,HM Nicholls,2016-2017,4,0,0,0,0,0,0,0,0,0,0,0,0,Newzealand,T20
5127,RJ Nicol,2010-2013,21,13,20.3,167,5,2/20,33.40,8.14,24.6,0,0,5,0,Newzealand,T20
