PID,Player,Span,Mat,Inns,Balls,Runs,Wkts,Bbm,Ave,Econ,Sr,5s,10s,Ct,St,Country,Format
4644,IP Butchart,1983-1995,20,16,117.0,640,6,3/57,53.33,5.47,58.5,0,0,2,0,Zimbabwe,ODI
4645,ADR Campbell,1992-2003,188,30,84.5,434,3,2/20,36.16,5.11,42.4,0,0,4,0,Zimbabwe,ODI
4646,SV Carlisle,1995-2005,111,0,0,0,0,0,0,0,0,0,0,76,0,Zimbabwe,ODI
4647,RW Chakabva,2008-2015,34,0,0,0,0,0,0,0,0,0,0,39,0,Zimbabwe,ODI
4648,BB Chari,2015-2016,8,0,0,0,0,0,0,0,0,0,0,20,3,Zimbabwe,ODI
4649,TL Chatara,2013-2018,53,53,433.2,2210,36,4/33,31.12,5.10,36.6,0,0,2,1,Zimbabwe,ODI
4650,CJ Chibhabha,2005-2016,100,57,274.5,1593,12,4/25,45.51,5.79,47.1,1,0,5,0,Zimbabwe,ODI
4651,E Chigumbura,2004-2016,202,129,694.1,4057,23,4/28,42.70,5.84,43.8,1,0,32,0,Zimbabwe,ODI
4652,MT Chinouya,2013-2013,2,2,11.0,50,0,1/36,50.00,4.54,66.0,1,0,69,0,Zimbabwe,ODI
4653,TS Chisoro,2015-2018,14,13,104.0,440,6,3/16,25.88,4.23,36.7,0,0,0,0,Zimbabwe,ODI
4654,CK Coventry,2003-2015,39,0,0,0,0,0,0,0,0,0,0,6,0,Zimbabwe,ODI
4655,AG Cremer,2009-2018,93,92,751.4,3482,26,6/46,30.54,4.63,39.5,0,0,19,1,Zimbabwe,ODI
4656,GJ Crocker,1992-1993,6,6,39.4,208,1,4/26,29.71,5.24,34.0,4,3,36,0,Zimbabwe,ODI
4657,KM Curran,1983-1987,11,10,84.2,398,3,3/65,44.22,4.71,56.2,1,0,1,0,Zimbabwe,ODI
4658,KM Dabengwa,2005-2010,37,35,184.5,936,2,3/15,40.69,5.06,48.2,0,0,1,0,Zimbabwe,ODI
4659,SG Davies,1996-1996,4,0,0,0,0,0,0,0,0,0,0,12,0,Zimbabwe,ODI
4660,MH Dekker,1992-1996,23,12,57.5,290,0,2/16,32.22,5.01,38.5,0,0,0,0,Zimbabwe,ODI
4661,KG Duers,1992-1992,6,6,50.0,256,2,1/17,85.33,5.12,100.0,0,0,5,0,Zimbabwe,ODI
4662,T Duffin,2006-2007,23,0,0,0,0,0,0,0,0,0,0,2,0,Zimbabwe,ODI
4663,DD Ebrahim,2001-2005,82,2,0.5,11,0,0,0,13.20,0,0,0,6,0,Zimbabwe,ODI
4664,CR Ervine,2010-2018,77,0,0,0,0,0,0,0,0,0,0,23,0,Zimbabwe,ODI
4665,SM Ervine,2001-2004,42,40,274.5,1561,10,3/29,38.07,5.67,40.2,0,0,36,0,Zimbabwe,ODI
4666,EA Essop-Adam,1992-1992,1,0,0,0,0,0,0,0,0,0,0,5,0,Zimbabwe,ODI
4667,CN Evans,1992-2002,53,34,160.4,848,4,3/11,40.38,5.27,45.9,0,0,2,0,Zimbabwe,ODI
4668,GM Ewing,2004-2005,7,7,52.0,236,0,3/31,47.20,4.53,62.4,0,0,12,0,Zimbabwe,ODI
4669,DAG Fletcher,1983-1983,6,6,50.1,221,5,4/42,31.57,4.40,43.0,0,0,3,0,Zimbabwe,ODI
4670,A Flower,1992-2003,213,2,5.0,23,0,0,0,4.60,0,1,0,0,0,Zimbabwe,ODI
4671,GW Flower,1992-2010,221,156,910.2,4225,11,4/32,40.62,4.64,52.5,0,0,141,32,Zimbabwe,ODI
4672,TJ Friend,2000-2004,51,45,321.4,1779,13,4/55,48.08,5.53,52.1,2,0,86,0,Zimbabwe,ODI
4673,TN Garwe,2009-2009,1,1,6.0,50,0,1/50,50.00,8.33,36.0,1,0,17,0,Zimbabwe,ODI
4674,MW Goodwin,1998-2000,71,15,41.2,210,1,1/12,52.50,5.08,62.0,0,0,1,0,Zimbabwe,ODI
4675,TR Gripper,2001-2003,8,6,20.0,76,5,2/28,38.00,3.80,60.0,0,0,20,0,Zimbabwe,ODI
4676,JG Heron,1983-1983,6,0,0,0,0,0,0,0,0,0,0,4,0,Zimbabwe,ODI
4677,RS Higgins,2006-2006,11,11,90.4,380,6,4/21,29.23,4.19,41.8,0,0,1,0,Zimbabwe,ODI
4678,VR Hogg,1983-1983,2,2,15.0,49,4,0,0,3.26,0,1,0,5,0,Zimbabwe,ODI
4679,DT Hondo,2001-2005,56,56,396.5,2171,21,4/37,35.59,5.47,39.0,0,0,0,0,Zimbabwe,ODI
4680,DL Houghton,1983-1997,63,1,2.0,19,0,1/19,19.00,9.50,12.0,3,0,15,0,Zimbabwe,ODI
4681,AG Huckle,1997-1999,19,18,143.0,661,4,2/27,94.42,4.62,122.5,0,0,29,2,Zimbabwe,ODI
4682,AJ Ireland,2005-2007,26,26,221.0,1115,13,3/41,29.34,5.04,34.8,0,0,7,0,Zimbabwe,ODI
4683,WR James,1992-1996,11,0,0,0,0,0,0,0,0,0,0,2,0,Zimbabwe,ODI
4684,KM Jarvis,2009-2018,31,31,250.4,1488,9,3/36,41.33,5.93,41.7,0,0,6,0,Zimbabwe,ODI
4685,MP Jarvis,1987-1995,12,12,100.1,451,6,2/37,50.11,4.50,66.7,0,0,7,0,Zimbabwe,ODI
4686,NC Johnson,1998-2000,48,39,250.3,1220,9,4/42,34.85,4.87,42.9,0,0,1,0,Zimbabwe,ODI
4687,LM Jongwe,2014-2016,22,22,143.5,759,11,5/6,30.36,5.27,34.5,1,0,19,0,Zimbabwe,ODI
4688,R Kaia,2015-2015,1,0,0,0,0,0,0,0,0,0,1,10,0,Zimbabwe,ODI
4689,TP Kamungozi,2006-2015,14,13,106.0,548,1,2/36,45.66,5.16,53.0,0,0,0,0,Zimbabwe,ODI
4690,F Kasteni,2007-2007,3,0,0,0,0,0,0,0,0,0,0,6,0,Zimbabwe,ODI
4691,GA Lamb,2010-2011,15,15,107.0,467,3,3/45,38.91,4.36,53.5,0,0,0,0,Zimbabwe,ODI
4692,ACI Lock,1996-1996,8,7,48.1,219,4,5/44,27.37,4.54,36.1,0,0,0,0,Zimbabwe,ODI
4693,AJ Mackay,2001-2001,3,3,22.0,137,0,0,0,6.22,0,0,1,1,0,Zimbabwe,ODI
4694,N Madziva,2014-2016,12,12,86.4,519,2,4/49,25.95,5.98,26.0,0,0,1,0,Zimbabwe,ODI
4695,TN Madondo,1998-2001,13,0,0,0,0,0,0,0,0,1,0,3,0,Zimbabwe,ODI
4696,NB Mahwire,2004-2006,23,21,147.3,775,12,3/29,36.90,5.25,42.1,0,0,2,0,Zimbabwe,ODI
4697,A Maregwede,2003-2005,11,0,0,0,0,0,0,0,0,0,0,6,0,Zimbabwe,ODI
4698,DA Marillier,2000-2003,48,35,262.2,1235,7,4/38,41.16,4.70,52.4,0,0,2,0,Zimbabwe,ODI
4699,GC Martin,1994-1995,5,4,22.0,95,2,1/15,47.50,4.31,66.0,1,0,12,0,Zimbabwe,ODI
4700,T Maruma,2007-2016,17,9,37.3,230,1,2/50,57.50,6.13,56.2,0,0,0,0,Zimbabwe,ODI
4701,H Masakadza,2001-2018,190,82,300.2,1590,5,3/39,41.84,5.29,47.4,0,0,8,0,Zimbabwe,ODI
4702,SW Masakadza,2010-2014,16,16,131.5,891,4,4/46,35.64,6.75,31.6,0,0,69,0,Zimbabwe,ODI
4703,WP Masakadza,2015-2015,10,10,88.1,376,7,4/21,25.06,4.26,35.2,3,0,7,0,Zimbabwe,ODI
4704,EZ Matambanadzo,1996-1997,7,7,49.3,217,1,4/32,19.72,4.38,27.0,1,0,4,0,Zimbabwe,ODI
4705,S Matsikenyeri,2002-2015,113,38,153.2,778,2,2/25,48.62,5.07,57.5,1,0,1,0,Zimbabwe,ODI
4706,TMK Mawoyo,2006-2014,7,0,0,0,0,0,0,0,0,0,0,37,0,Zimbabwe,ODI
4707,M Mbangwa,1996-2002,29,29,228.1,1140,11,2/24,103.63,4.99,124.4,0,0,2,0,Zimbabwe,ODI
4708,MA Meman,1987-1987,1,1,6.5,34,0,0,0,4.97,0,0,0,3,0,Zimbabwe,ODI
4709,KO Meth,2006-2012,11,9,67.4,419,2,2/52,69.83,6.19,67.6,0,0,0,0,Zimbabwe,ODI
4710,SF Mire,2014-2018,34,16,69.3,433,0,3/49,61.85,6.23,59.5,0,0,1,0,Zimbabwe,ODI
4711,PJ Moor,2014-2018,30,0,0,0,0,0,0,0,0,0,0,8,0,Zimbabwe,ODI
4712,CB Mpofu,2004-2017,79,78,617.5,3340,40,6/52,38.39,5.40,42.6,0,0,18,1,Zimbabwe,ODI
4713,TV Mufambisi,2006-2007,6,0,0,0,0,0,0,0,0,2,1,11,0,Zimbabwe,ODI
4714,CT Mumba,2016-2017,2,2,10.2,67,0,0,0,6.48,0,0,0,1,0,Zimbabwe,ODI
4715,T Mupariwa,2004-2016,40,40,336.3,1690,23,4/39,29.64,5.02,35.4,0,0,1,0,Zimbabwe,ODI
4716,BA Murphy,2000-2003,31,29,237.0,1130,9,3/43,38.96,4.76,49.0,3,0,9,0,Zimbabwe,ODI
4717,TK Musakanda,2016-2018,11,1,2.0,11,0,0,0,5.50,0,0,0,11,0,Zimbabwe,ODI
4718,N M'shangwe,2011-2014,6,6,56.0,260,4,2/50,86.66,4.64,112.0,0,0,8,0,Zimbabwe,ODI
4719,DT Mutendera,1999-2001,9,9,65.0,334,4,3/23,37.11,5.13,43.3,0,0,1,0,Zimbabwe,ODI
4720,F Mutizwa,2009-2011,17,0,0,0,0,0,0,0,0,0,0,1,0,Zimbabwe,ODI
4721,CT Mutombodzi,2013-2015,11,9,51.5,278,0,2/33,46.33,5.36,51.8,0,0,9,2,Zimbabwe,ODI
4722,R Mutumbami,2014-2016,31,0,0,0,0,0,0,0,0,0,0,4,0,Zimbabwe,ODI
4723,B Muzarabani,2018-2018,11,11,78.1,438,2,4/47,33.69,5.60,36.0,0,0,21,5,Zimbabwe,ODI
4724,T Muzarabani,2015-2016,8,8,53.5,262,3,2/32,37.42,4.86,46.1,1,0,5,0,Zimbabwe,ODI
4725,W Mwayenga,2002-2004,3,3,21.0,157,2,1/61,157.00,7.47,126.0,0,0,0,0,Zimbabwe,ODI
4726,N Ncube,2011-2011,1,1,8.5,69,1,3/69,23.00,7.81,17.6,0,0,2,0,Zimbabwe,ODI
4727,R Ngarava,2017-2017,6,6,46.0,274,2,2/37,34.25,5.95,34.5,0,0,0,0,Zimbabwe,ODI
4728,IA Nicolson,2010-2010,2,2,12.0,118,0,1/44,59.00,9.83,36.0,0,0,1,0,Zimbabwe,ODI
4729,ML Nkala,1998-2006,50,46,263.4,1570,8,3/12,71.36,5.95,71.9,0,0,0,0,Zimbabwe,ODI
4730,J Nyumbu,2014-2015,19,18,140.4,738,3,3/42,43.41,5.24,49.6,0,0,6,0,Zimbabwe,ODI
4731,HK Olonga,1995-2003,50,49,343.1,1977,13,6/19,34.08,5.76,35.5,0,0,7,0,Zimbabwe,ODI
4732,AH Omarshah,1983-1996,28,25,179.3,812,12,3/33,45.11,4.52,59.8,2,2,13,0,Zimbabwe,ODI
4733,T Panyangara,2004-2016,65,65,540.2,3024,41,3/28,46.52,5.59,49.8,0,0,6,0,Zimbabwe,ODI
4734,GA Paterson,1983-1987,10,0,0,0,0,0,0,0,0,0,0,9,0,Zimbabwe,ODI
4735,SG Peall,1992-1996,21,19,150.0,678,5,3/54,84.75,4.52,112.5,0,0,2,0,Zimbabwe,ODI
4736,GE Peckover,1983-1983,3,0,0,0,0,0,0,0,0,0,0,1,0,Zimbabwe,ODI
4737,RW Price,2002-2012,102,99,895.4,3575,75,4/22,35.75,3.99,53.7,0,0,0,0,Zimbabwe,ODI
4738,AJ Pycroft,1983-1992,20,0,0,0,0,0,0,0,0,1,0,17,0,Zimbabwe,ODI
4739,EC Rainsford,2004-2010,39,39,317.5,1401,33,5/36,31.13,4.40,42.3,0,0,6,0,Zimbabwe,ODI
4740,U Ranchod,1992-1993,3,3,29.0,130,3,1/44,130.00,4.48,174.0,1,1,8,0,Zimbabwe,ODI
4741,PWE Rawson,1983-1987,10,10,95.1,427,10,3/47,35.58,4.48,47.5,0,0,1,0,Zimbabwe,ODI
4742,GJ Rennie,1996-2003,40,4,15.0,75,0,1/17,37.50,5.00,45.0,0,0,4,0,Zimbabwe,ODI
4743,JA Rennie,1993-2000,44,43,327.3,1564,16,3/27,46.00,4.77,57.7,0,0,16,0,Zimbabwe,ODI
4744,HP Rinke,2006-2006,18,12,46.1,273,2,2/11,34.12,5.91,34.6,0,0,12,0,Zimbabwe,ODI
4745,BG Rogers,2002-2005,15,9,54.0,321,0,2/55,53.50,5.94,54.0,0,0,0,0,Zimbabwe,ODI
4746,V Sibanda,2003-2016,125,9,36.3,204,0,1/12,68.00,5.58,73.0,0,0,7,0,Zimbabwe,ODI
4747,Sikandar Raza,2013-2018,82,56,365.2,1762,15,3/21,39.15,4.82,48.7,0,0,42,0,Zimbabwe,ODI
4748,RW Sims,2002-2003,3,3,22.0,127,0,0,0,5.77,0,0,0,32,0,Zimbabwe,ODI
4749,BC Strang,1995-2001,49,48,415.4,1718,40,6/20,37.34,4.13,54.2,0,0,1,0,Zimbabwe,ODI
4750,PA Strang,1994-2001,95,89,725.1,3173,35,5/21,33.05,4.37,45.3,1,1,15,0,Zimbabwe,ODI
4751,HH Streak,1993-2005,187,184,1569.0,7065,114,5/32,29.81,4.50,39.7,2,2,30,0,Zimbabwe,ODI
4752,GM Strydom,2006-2006,12,4,11.0,61,0,1/28,61.00,5.54,66.0,7,1,45,0,Zimbabwe,ODI
4753,T Taibu,2001-2012,149,2,14.0,61,1,2/42,30.50,4.35,42.0,0,0,4,0,Zimbabwe,ODI
4754,BRM Taylor,2004-2018,179,21,66.0,406,0,3/54,45.11,6.15,44.0,0,0,114,33,Zimbabwe,ODI
4755,DT Tiripano,2014-2017,15,13,79.5,447,6,5/63,31.92,5.59,34.2,0,0,106,25,Zimbabwe,ODI
4756,AJ Traicos,1983-1993,27,26,254.0,987,15,3/35,51.94,3.88,80.2,0,1,0,0,Zimbabwe,ODI
4757,P Utseya,2004-2015,164,160,1428.3,6239,65,5/36,46.90,4.36,64.4,0,0,3,0,Zimbabwe,ODI
4758,MA Vermeulen,2000-2009,43,1,0.5,5,0,1/5,5.00,6.00,5.0,2,1,50,0,Zimbabwe,ODI
4759,DP Viljoen,1997-2001,53,46,345.5,1639,7,3/20,37.25,4.73,47.1,0,0,18,0,Zimbabwe,ODI
4760,BV Vitori,2011-2018,24,24,198.5,1149,4,5/20,35.90,5.77,37.2,0,0,18,0,Zimbabwe,ODI
4761,AC Waller,1987-1997,39,0,0,0,0,0,0,0,0,0,2,4,0,Zimbabwe,ODI
4762,MN Waller,2009-2018,79,30,111.0,566,0,2/44,56.60,5.09,66.6,0,0,10,0,Zimbabwe,ODI
4763,AR Whittall,1996-2000,63,62,514.1,2251,17,3/23,50.02,4.37,68.5,0,0,22,0,Zimbabwe,ODI
4764,GJ Whittall,1993-2003,147,112,676.4,3481,18,4/35,39.55,5.14,46.1,0,0,21,0,Zimbabwe,ODI
4765,SC Williams,2005-2018,113,89,550.4,2683,19,3/15,48.78,4.87,60.0,1,0,36,0,Zimbabwe,ODI
4766,CB Wishart,1996-2005,90,1,2.0,12,0,0,0,6.00,0,0,0,41,0,Zimbabwe,ODI
4767,C Zhuwao,2008-2018,4,1,3.0,15,0,0,0,5.00,0,0,0,26,0,Zimbabwe,ODI
4768,SA Abbott,2014-2014,3,3,6.0,47,1,1/17,47.00,7.83,0,0,0,0,0,Australia,T20
4769,AC Agar,2016-2018,7,7,21.0,158,8,3/27,19.75,7.52,15.7,0,0,7,0,Australia,T20
4770,GJ Bailey,2012-2016,29,0,0,0,0,0,0,0,0,0,0,10,0,Australia,T20
4771,CT Bancroft,2016-2016,1,0,0,0,0,0,0,0,0,0,0,1,0,Australia,T20
4772,JP Behrendorff,2017-2017,2,2,5.0,26,4,4/21,6.50,5.20,0,1,0,1,0,Australia,T20
4773,TR Birt,2010-2012,4,0,0,0,0,0,0,0,0,0,0,1,0,Australia,T20
4774,SM Boland,2016-2016,3,3,11.0,90,3,3/26,30.00,8.18,0,0,0,1,0,Australia,T20
4775,DE Bollinger,2011-2014,9,9,35.0,249,9,1/22,27.66,7.11,0,0,0,2,0,Australia,T20
4776,CJ Boyce,2014-2016,7,7,23.0,152,8,2/10,19.00,6.60,0,0,0,0,0,Australia,T20
4777,NW Bracken,2006-2009,19,19,62.5,438,19,3/11,23.05,6.97,0,0,0,6,0,Australia,T20
4778,AT Carey,2018-2018,5,0,0,0,0,0,0,0,0,0,0,4,1,Australia,T20
4779,DT Christian,2010-2017,16,16,35.3,317,11,3/27,28.81,8.92,0,0,0,5,0,Australia,T20
4780,SR Clark,2006-2007,9,9,36.0,237,13,4/20,18.23,6.58,0,1,0,4,0,Australia,T20
4781,MJ Clarke,2005-2010,34,15,26.0,225,6,1/2,37.50,8.65,0,0,0,13,0,Australia,T20
4782,NM Coulter-Nile,2013-2017,19,19,71.0,575,23,4/31,25.00,8.09,0,1,0,9,0,Australia,T20
4783,PJ Cummins,2011-2017,18,18,69.0,472,23,3/15,20.52,6.84,0,0,0,4,0,Australia,T20
4784,BCJ Cutting,2013-2014,4,4,11.0,99,1,1/18,99.00,9.00,0,0,0,5,0,Australia,T20
4785,XJ Doherty,2012-2013,11,11,38.0,300,10,3/20,30.00,7.89,0,0,0,0,0,Australia,T20
4786,BR Dunk,2014-2017,5,0,0,0,0,0,0,0,0,0,0,5,2,Australia,T20
4787,JP Faulkner,2012-2017,24,24,85.5,684,36,5/27,19.00,7.96,0,0,1,11,0,Australia,T20
4788,Fawad Ahmed,2013-2013,2,2,8.0,68,3,3/25,22.66,8.50,0,0,0,0,0,Australia,T20
4789,CJ Ferguson,2009-2009,3,0,0,0,0,0,0,0,0,0,0,1,0,Australia,T20
4790,AJ Finch,2011-2018,36,2,2.0,27,0,0,0,13.50,0,0,0,10,0,Australia,T20
4791,B Geeves,2009-2009,1,1,3.2,35,2,2/35,17.50,10.50,0,0,0,0,0,Australia,T20
4792,AC Gilchrist,2005-2008,13,0,0,0,0,0,0,0,0,0,0,17,0,Australia,T20
4793,JN Gillespie,2005-2005,1,1,4.0,49,1,1/49,49.00,12.25,0,0,0,0,0,Australia,T20
4794,BJ Haddin,2006-2014,34,0,0,0,0,0,0,0,0,0,0,17,6,Australia,T20
4795,RJ Harris,2010-2010,3,3,11.4,95,4,2/27,23.75,8.14,0,0,0,0,0,Australia,T20
4796,SM Harwood,2007-2009,3,3,12.0,113,3,2/21,37.66,9.41,0,0,0,0,0,Australia,T20
4797,JW Hastings,2010-2016,9,9,31.0,247,7,3/14,35.28,7.96,0,0,0,2,0,Australia,T20
4798,NM Hauritz,2009-2009,3,2,7.2,47,2,1/20,23.50,6.40,0,0,0,1,0,Australia,T20
4799,ML Hayden,2005-2007,9,0,0,0,0,0,0,0,0,0,0,1,0,Australia,T20
4800,JR Hazlewood,2013-2016,7,7,28.0,269,8,4/30,33.62,9.60,0,1,0,1,0,Australia,T20
4801,TM Head,2016-2018,10,3,4.0,39,1,1/16,39.00,9.75,0,0,0,3,0,Australia,T20
4802,MC Henriques,2009-2017,11,7,17.0,158,4,2/35,39.50,9.29,0,0,0,3,0,Australia,T20
4803,BW Hilfenhaus,2007-2012,7,7,26.0,161,9,2/15,17.88,6.19,0,0,0,0,0,Australia,T20
4804,BJ Hodge,2007-2014,15,3,5.0,43,1,1/13,43.00,8.60,0,0,0,5,0,Australia,T20
4805,GB Hogg,2006-2014,15,15,49.0,373,7,2/31,53.28,7.61,0,0,0,1,0,Australia,T20
4806,JR Hopes,2005-2010,12,12,37.0,283,10,2/26,28.30,7.64,0,0,0,3,0,Australia,T20
4807,PJ Hughes,2014-2014,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4808,DJ Hussey,2008-2012,39,25,60.1,392,19,3/25,20.63,6.51,0,0,0,24,0,Australia,T20
4809,MEK Hussey,2005-2012,38,1,1.0,5,0,0,0,5.00,0,0,0,20,0,Australia,T20
4810,MG Johnson,2007-2013,30,30,109.2,797,38,3/15,20.97,7.28,0,0,0,5,0,Australia,T20
4811,MS Kasprowicz,2005-2005,2,2,7.0,57,5,4/29,11.40,8.14,0,1,0,2,0,Australia,T20
4812,SM Katich,2005-2006,3,0,0,0,0,0,0,0,0,0,0,2,0,Australia,T20
4813,UT Khawaja,2016-2016,9,0,0,0,0,0,0,0,0,0,0,5,0,Australia,T20
4814,M Klinger,2017-2017,3,0,0,0,0,0,0,0,0,0,0,2,0,Australia,T20
4815,B Laughlin,2009-2013,3,3,11.5,118,2,1/32,59.00,9.97,0,0,0,1,0,Australia,T20
4816,B Lee,2005-2012,25,25,90.5,714,28,3/23,25.50,7.86,0,0,0,6,0,Australia,T20
4817,ML Lewis,2006-2006,2,2,7.3,49,4,2/18,12.25,6.53,0,0,0,1,0,Australia,T20
4818,CA Lynn,2014-2018,10,0,0,0,0,0,0,0,0,0,0,2,0,Australia,T20
4819,NM Lyon,2016-2016,1,1,1.0,15,0,0,0,15.00,0,0,0,0,0,Australia,T20
4820,GD McGrath,2005-2005,2,2,8.0,79,5,3/31,15.80,9.87,0,0,0,1,0,Australia,T20
4821,CJ McKay,2010-2013,6,6,22.4,183,4,2/24,45.75,8.07,0,0,0,0,0,Australia,T20
4822,NJ Maddinson,2013-2014,2,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4823,MR Marsh,2011-2016,9,7,17.0,145,4,1/17,36.25,8.52,0,0,0,2,0,Australia,T20
4824,SE Marsh,2008-2016,15,0,0,0,0,0,0,0,0,0,0,3,0,Australia,T20
4825,DR Martyn,2005-2006,4,0,0,0,0,0,0,0,0,0,0,1,0,Australia,T20
4826,GJ Maxwell,2012-2018,43,33,79.0,585,20,3/10,29.25,7.40,23.7,0,0,23,0,Australia,T20
4827,JM Muirhead,2014-2014,5,5,15.0,109,6,2/13,18.16,7.26,0,0,0,3,0,Australia,T20
4828,DP Nannes,2009-2010,15,14,53.0,403,27,4/18,14.92,7.60,0,1,0,1,0,Australia,T20
4829,PM Nevill,2016-2016,9,0,0,0,0,0,0,0,0,0,0,2,1,Australia,T20
4830,AA Noffke,2007-2008,2,2,7.3,41,4,3/18,10.25,5.46,0,0,0,0,0,Australia,T20
4831,MJ North,2009-2009,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4832,SNJ O'Keefe,2010-2011,7,7,19.0,149,6,3/29,24.83,7.84,0,0,0,1,0,Australia,T20
4833,TD Paine,2009-2017,10,0,0,0,0,0,0,0,0,0,0,10,2,Australia,T20
4834,JL Pattinson,2011-2012,4,4,13.0,104,3,2/17,34.66,8.00,0,0,0,3,0,Australia,T20
4835,LA Pomersbach,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4836,RT Ponting,2005-2009,17,0,0,0,0,0,0,0,0,0,0,8,0,Australia,T20
4837,NJ Reardon,2014-2014,2,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4838,JA Richardson,2017-2017,2,2,6.0,62,2,1/24,31.00,10.33,0,0,0,3,0,Australia,T20
4839,KW Richardson,2014-2018,8,8,30.0,240,9,3/33,26.66,8.00,20.0,0,0,4,0,Australia,T20
4840,BJ Rohrer,2013-2013,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4841,L Ronchi,2008-2009,3,0,0,0,0,0,0,0,0,0,0,0,0,Australia,T20
4842,DJM Short,2018-2018,5,1,1.0,19,0,0,0,19.00,0,0,0,0,0,Australia,T20
4843,PM Siddle,2009-2010,2,2,8.0,58,3,2/24,19.33,7.25,0,0,0,0,0,Australia,T20
4844,SPD Smith,2010-2016,30,17,48.3,377,17,3/20,22.17,7.77,0,0,0,18,0,Australia,T20
4845,B Stanlake,2017-2018,6,6,23.0,208,8,3/15,26.00,9.04,17.2,0,0,0,0,Australia,T20
4846,MA Starc,2012-2016,22,22,83.3,566,30,3/11,18.86,6.77,0,0,0,6,0,Australia,T20
4847,MP Stoinis,2015-2018,7,7,20.0,142,3,1/16,47.33,7.10,40.0,0,0,2,0,Australia,T20
4848,A Symonds,2005-2009,14,12,30.5,277,8,2/14,34.62,8.98,0,0,0,3,0,Australia,T20
4849,SW Tait,2007-2016,21,21,79.4,589,28,3/13,21.03,7.39,0,0,0,3,0,Australia,T20
4850,AJ Turner,2017-2017,3,3,6.0,42,3,2/12,14.00,7.00,0,0,0,2,0,Australia,T20
4851,AJ Tye,2016-2018,12,12,43.2,402,16,4/23,25.12,9.27,16.2,1,0,3,0,Australia,T20
4852,AC Voges,2007-2013,7,1,2.0,5,2,2/5,2.50,2.50,0,0,0,3,0,Australia,T20
4853,MS Wade,2011-2016,26,0,0,0,0,0,0,0,0,0,0,13,2,Australia,T20
4854,DA Warner,2009-2018,70,0,0,0,0,0,0,0,0,0,0,41,0,Australia,T20
4855,SR Watson,2006-2016,58,49,155.0,1187,48,4/15,24.72,7.65,0,1,0,20,0,Australia,T20
4856,CL White,2007-2014,47,5,7.0,51,1,1/11,51.00,7.28,0,0,0,23,0,Australia,T20
4857,A Zampa,2016-2018,13,13,43.0,258,17,3/16,15.17,6.00,0,0,0,0,0,Australia,T20
4858,Abdur Razzak,2006-2014,34,33,121.4,838,44,4/16,19.04,6.88,16.5,1,0,10,0,Bangladesh,T20
4859,Abul Hasan,2012-2012,4,4,11.0,108,2,2/33,54.00,9.81,33.0,0,0,0,0,Bangladesh,T20
4860,Abu Hider,2016-2016,5,4,11.0,102,3,2/40,34.00,9.27,22.0,0,0,0,0,Bangladesh,T20
4861,Abu Jayed,2018-2018,1,1,4.0,45,1,1/45,45.00,11.25,24.0,0,0,0,0,Bangladesh,T20
4862,Afif Hossain,2018-2018,1,1,2.0,26,1,1/26,26.00,13.00,12.0,0,0,1,0,Bangladesh,T20
4863,Aftab Ahmed,2006-2010,11,1,0.2,8,0,0,0,24.00,0,0,0,4,0,Bangladesh,T20
4864,Alok Kapali,2007-2011,7,2,5.0,35,2,2/12,17.50,7.00,15.0,0,0,2,0,Bangladesh,T20
4865,Al-Amin Hossain,2013-2016,25,23,79.2,592,39,3/20,15.17,7.46,12.2,0,0,3,0,Bangladesh,T20
4866,Anamul Haque,2012-2015,13,0,0,0,0,0,0,0,0,0,0,2,0,Bangladesh,T20
4867,Arafat Sunny,2014-2016,10,10,31.0,230,12,2/17,19.16,7.41,15.5,0,0,1,0,Bangladesh,T20
4868,Ariful Haque,2018-2018,2,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,T20
4869,Dhiman Ghosh,2008-2008,1,0,0,0,0,0,0,0,0,0,0,0,1,Bangladesh,T20
4870,Elias Sunny,2012-2012,7,7,23.0,146,9,5/13,16.22,6.34,15.3,0,1,4,0,Bangladesh,T20
4871,Farhad Reza,2006-2014,13,11,26.0,261,6,2/34,43.50,10.03,26.0,0,0,4,0,Bangladesh,T20
4872,Imrul Kayes,2010-2017,14,0,0,0,0,0,0,0,0,0,0,4,0,Bangladesh,T20
4873,Jahurul Islam,2010-2013,3,0,0,0,0,0,0,0,0,0,0,3,0,Bangladesh,T20
4874,Jubair Hossain,2015-2015,1,1,2.0,20,2,2/20,10.00,10.00,6.0,0,0,0,0,Bangladesh,T20
4875,Junaid Siddique,2007-2012,7,0,0,0,0,0,0,0,0,0,0,1,0,Bangladesh,T20
4876,Liton Das,2015-2018,6,0,0,0,0,0,0,0,0,0,0,4,0,Bangladesh,T20
4877,Mahedi Hasan,2018-2018,1,1,2.0,25,0,0,0,12.50,0,0,0,1,0,Bangladesh,T20
4878,Mahmudullah,2007-2018,64,44,102.1,752,24,2/5,31.33,7.36,25.5,0,0,23,0,Bangladesh,T20
